index,true_class,pred_class,confidence,correct,votes
155204,inverse_replay,injection,1.0,False,{'injection': 2.0}
155205,inverse_replay,grayhole,0.2857142857142857,False,"{'grayhole': 2.0, 'high': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
155206,inverse_replay,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155207,normal,injection,0.5,False,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155208,masquerade_fake_normal,injection,0.5,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155209,inverse_replay,injection,1.0,False,{'injection': 2.0}
155210,inverse_replay,injection,1.0,False,{'injection': 2.0}
155211,inverse_replay,injection,1.0,False,{'injection': 2.0}
155212,inverse_replay,injection,1.0,False,{'injection': 2.0}
155213,inverse_replay,injection,0.6666666666666666,False,"{'grayhole': 1.0, 'injection': 2.0}"
155214,random_replay,injection,0.5,False,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155215,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'masquerade': 1.0}"
155216,random_replay,injection,0.3333333333333333,False,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
155217,inverse_replay,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155218,normal,injection,0.6666666666666666,False,"{'grayhole': 1.0, 'injection': 2.0}"
155219,normal,injection,1.0,False,{'injection': 2.0}
155220,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155221,inverse_replay,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
155222,inverse_replay,injection,0.2857142857142857,False,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
155223,normal,injection,0.6666666666666666,False,"{'grayhole': 1.0, 'injection': 2.0}"
155224,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155225,masquerade_fake_normal,high,0.2222222222222222,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
155226,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155227,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155228,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155229,masquerade_fake_normal,high,0.2222222222222222,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
155230,random_replay,injection,0.4,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
155231,masquerade_fake_normal,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0}"
155232,random_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155233,random_replay,injection,0.3333333333333333,False,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
155234,normal,injection,0.6666666666666666,False,"{'grayhole': 1.0, 'injection': 2.0}"
155235,normal,injection,1.0,False,{'injection': 2.0}
155236,grayhole,injection,1.0,False,{'injection': 2.0}
155237,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155238,masquerade_fake_normal,high,0.2222222222222222,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
155239,random_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155240,high_StNum,high,0.23076923076923078,False,"{'grayhole': 1.0, 'high': 3.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 3.0, 'random': 3.0}"
155241,random_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155242,random_replay,injection,0.6666666666666666,False,"{'injection': 2.0, 'masquerade': 1.0}"
155243,random_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155244,masquerade_fake_fault,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
155245,random_replay,injection,0.4,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
155246,injection,injection,0.5,True,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155247,injection,injection,0.42857142857142855,True,"{'grayhole': 1.0, 'injection': 3.0, 'poisoned': 2.0, 'random': 1.0}"
155248,normal,injection,0.5,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155249,normal,injection,1.0,False,{'injection': 2.0}
155250,grayhole,injection,1.0,False,{'injection': 2.0}
155251,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155252,injection,injection,0.3333333333333333,True,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
155253,injection,injection,0.6666666666666666,True,"{'injection': 2.0, 'random': 1.0}"
155254,random_replay,injection,0.4,False,"{'injection': 2.0, 'poisoned': 2.0, 'random': 1.0}"
155255,masquerade_fake_fault,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155256,injection,injection,0.5,True,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155257,normal,injection,0.42857142857142855,False,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0}"
155258,grayhole,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
155259,normal,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
155260,grayhole,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
155261,normal,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
155262,grayhole,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
155263,poisoned_high_rate,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
155264,normal,injection,0.6,False,"{'grayhole': 1.0, 'injection': 3.0, 'poisoned': 1.0}"
155265,grayhole,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
155266,random_replay,injection,0.6666666666666666,False,"{'injection': 2.0, 'masquerade': 1.0}"
155267,normal,injection,1.0,False,{'injection': 2.0}
155268,grayhole,injection,1.0,False,{'injection': 2.0}
155269,normal,injection,1.0,False,{'injection': 2.0}
155270,grayhole,injection,1.0,False,{'injection': 2.0}
155271,grayhole,injection,1.0,False,{'injection': 2.0}
155272,normal,injection,1.0,False,{'injection': 2.0}
155273,normal,injection,1.0,False,{'injection': 2.0}
155274,grayhole,injection,1.0,False,{'injection': 2.0}
155275,injection,grayhole,0.3333333333333333,False,"{'grayhole': 2.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
155276,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155277,normal,injection,1.0,False,{'injection': 2.0}
155278,normal,injection,1.0,False,{'injection': 2.0}
155279,high_StNum,poisoned,0.2857142857142857,False,"{'grayhole': 1.0, 'high': 3.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 4.0, 'random': 2.0}"
155280,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'masquerade': 1.0}"
155281,grayhole,injection,1.0,False,{'injection': 2.0}
155282,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155283,high_StNum,high,0.2222222222222222,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
155284,random_replay,injection,0.6666666666666666,False,"{'injection': 2.0, 'random': 1.0}"
155285,high_StNum,poisoned,0.3,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 2.0, 'poisoned': 3.0, 'random': 2.0}"
155286,masquerade_fake_fault,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155287,injection,injection,0.375,True,"{'grayhole': 1.0, 'injection': 3.0, 'poisoned': 2.0, 'random': 2.0}"
155288,grayhole,injection,0.5,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155289,normal,injection,1.0,False,{'injection': 2.0}
155290,normal,injection,1.0,False,{'injection': 2.0}
155291,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155292,injection,injection,0.5,True,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155293,injection,injection,0.375,True,"{'grayhole': 1.0, 'high': 1.0, 'injection': 3.0, 'poisoned': 2.0, 'random': 1.0}"
155294,masquerade_fake_fault,injection,0.5,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
155295,grayhole,injection,0.5,False,"{'injection': 2.0, 'masquerade': 1.0, 'random': 1.0}"
155296,normal,injection,1.0,False,{'injection': 2.0}
155297,normal,injection,1.0,False,{'injection': 2.0}
155298,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155299,injection,injection,0.3333333333333333,True,"{'grayhole': 2.0, 'high': 1.0, 'injection': 3.0, 'poisoned': 2.0, 'random': 1.0}"
155300,injection,injection,0.5,True,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155301,masquerade_fake_fault,injection,0.42857142857142855,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
155302,random_replay,injection,0.6666666666666666,False,"{'injection': 2.0, 'masquerade': 1.0}"
155303,injection,injection,0.4,True,"{'grayhole': 1.0, 'injection': 2.0, 'random': 2.0}"
155304,grayhole,injection,1.0,False,{'injection': 2.0}
155305,normal,injection,1.0,False,{'injection': 2.0}
155306,injection,injection,0.6666666666666666,True,"{'grayhole': 1.0, 'injection': 2.0}"
155307,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155308,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155309,random_replay,grayhole,0.25,False,"{'grayhole': 2.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 2.0}"
155310,high_StNum,poisoned,0.3076923076923077,False,"{'high': 2.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 4.0, 'random': 3.0}"
155311,masquerade_fake_fault,injection,0.5,False,"{'grayhole': 1.0, 'injection': 3.0, 'poisoned': 2.0}"
155312,masquerade_fake_normal,high,0.25,False,"{'high': 2.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
155313,high_StNum,poisoned,0.26666666666666666,False,"{'grayhole': 2.0, 'high': 3.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 4.0, 'random': 2.0}"
155314,masquerade_fake_normal,injection,0.5,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155315,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155316,injection,injection,0.3333333333333333,True,"{'grayhole': 1.0, 'high': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
155317,masquerade_fake_normal,high,0.25,False,"{'high': 2.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
155318,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155319,poisoned_high_rate,injection,0.5,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0}"
155320,high_StNum,poisoned,0.2857142857142857,False,"{'grayhole': 2.0, 'high': 3.0, 'injection': 3.0, 'poisoned': 4.0, 'random': 2.0}"
155321,high_StNum,injection,0.42857142857142855,False,"{'grayhole': 1.0, 'injection': 3.0, 'poisoned': 3.0}"
155322,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'masquerade': 1.0}"
155323,grayhole,injection,1.0,False,{'injection': 2.0}
155324,normal,injection,1.0,False,{'injection': 2.0}
155325,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155326,masquerade_fake_normal,high,0.2222222222222222,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
155327,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155328,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155329,injection,injection,0.3333333333333333,True,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
155330,masquerade_fake_normal,high,0.25,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 2.0, 'poisoned': 2.0, 'random': 1.0}"
155331,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155332,random_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155333,masquerade_fake_fault,injection,0.42857142857142855,False,"{'injection': 3.0, 'poisoned': 2.0, 'random': 2.0}"
155334,high_StNum,poisoned,0.3076923076923077,False,"{'grayhole': 1.0, 'high': 3.0, 'injection': 3.0, 'poisoned': 4.0, 'random': 2.0}"
155335,high_StNum,injection,0.5,False,"{'injection': 3.0, 'poisoned': 3.0}"
155336,random_replay,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0}"
155337,high_StNum,poisoned,0.26666666666666666,False,"{'grayhole': 1.0, 'high': 3.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 4.0, 'random': 3.0}"
155338,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'masquerade': 1.0}"
155339,grayhole,injection,1.0,False,{'injection': 2.0}
155340,normal,injection,1.0,False,{'injection': 2.0}
155341,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155342,high_StNum,poisoned,0.3076923076923077,False,"{'grayhole': 1.0, 'high': 3.0, 'injection': 3.0, 'poisoned': 4.0, 'random': 2.0}"
155343,injection,injection,0.4,True,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155344,high_StNum,poisoned,0.3333333333333333,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 4.0, 'random': 1.0}"
155345,high_StNum,injection,0.3333333333333333,False,"{'high': 2.0, 'injection': 3.0, 'poisoned': 3.0, 'random': 1.0}"
155346,masquerade_fake_fault,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
155347,high_StNum,poisoned,0.2857142857142857,False,"{'grayhole': 2.0, 'high': 3.0, 'injection': 3.0, 'poisoned': 4.0, 'random': 2.0}"
155348,grayhole,injection,0.5,False,"{'injection': 2.0, 'masquerade': 1.0, 'random': 1.0}"
155349,normal,injection,1.0,False,{'injection': 2.0}
155350,injection,injection,0.42857142857142855,True,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
155351,normal,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0}"
155352,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155353,high_StNum,poisoned,0.26666666666666666,False,"{'grayhole': 2.0, 'high': 3.0, 'injection': 3.0, 'poisoned': 4.0, 'random': 3.0}"
155354,masquerade_fake_fault,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
155355,normal,injection,0.5,False,"{'injection': 2.0, 'masquerade': 1.0, 'random': 1.0}"
155356,grayhole,injection,1.0,False,{'injection': 2.0}
155357,normal,injection,1.0,False,{'injection': 2.0}
155358,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155359,high_StNum,injection,0.3,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 3.0, 'poisoned': 3.0, 'random': 1.0}"
155360,random_replay,injection,0.6666666666666666,False,"{'injection': 2.0, 'masquerade': 1.0}"
155361,random_replay,injection,1.0,False,{'injection': 2.0}
155362,injection,injection,0.3333333333333333,True,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
155363,injection,injection,0.2857142857142857,True,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
155364,high_StNum,injection,0.2727272727272727,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 3.0, 'random': 1.0}"
155365,masquerade_fake_fault,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
155366,high_StNum,high,0.25,False,"{'grayhole': 1.0, 'high': 3.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 3.0, 'random': 2.0}"
155367,injection,injection,0.5,True,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0}"
155368,normal,injection,0.5,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155369,grayhole,injection,1.0,False,{'injection': 2.0}
155370,normal,injection,1.0,False,{'injection': 2.0}
155371,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155372,poisoned_high_rate,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
155373,high_StNum,high,0.23076923076923078,False,"{'grayhole': 2.0, 'high': 3.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 3.0, 'random': 2.0}"
155374,injection,injection,0.5,True,"{'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
155375,injection,injection,0.5,True,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155376,high_StNum,high,0.25,False,"{'grayhole': 1.0, 'high': 3.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 3.0, 'random': 2.0}"
155377,masquerade_fake_fault,injection,0.5,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0}"
155378,normal,injection,0.5,False,"{'injection': 2.0, 'masquerade': 1.0, 'random': 1.0}"
155379,grayhole,injection,1.0,False,{'injection': 2.0}
155380,normal,injection,1.0,False,{'injection': 2.0}
155381,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155382,injection,injection,0.2727272727272727,True,"{'grayhole': 2.0, 'high': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 2.0}"
155383,masquerade_fake_fault,injection,0.42857142857142855,False,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0}"
155384,random_replay,injection,0.6666666666666666,False,"{'injection': 2.0, 'masquerade': 1.0}"
155385,random_replay,injection,1.0,False,{'injection': 2.0}
155386,normal,injection,1.0,False,{'injection': 2.0}
155387,grayhole,injection,1.0,False,{'injection': 2.0}
155388,normal,injection,1.0,False,{'injection': 2.0}
155389,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155390,masquerade_fake_normal,injection,0.4,False,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155391,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155392,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155393,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155394,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155395,high_StNum,high,0.2727272727272727,False,"{'grayhole': 1.0, 'high': 3.0, 'injection': 2.0, 'poisoned': 3.0, 'random': 2.0}"
155396,high_StNum,poisoned,0.2857142857142857,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 4.0, 'random': 3.0}"
155397,masquerade_fake_fault,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
155398,normal,injection,0.5,False,"{'injection': 2.0, 'masquerade': 1.0, 'random': 1.0}"
155399,grayhole,injection,1.0,False,{'injection': 2.0}
155400,normal,injection,1.0,False,{'injection': 2.0}
155401,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155402,injection,injection,0.2857142857142857,True,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 2.0}"
155403,high_StNum,poisoned,0.25,False,"{'grayhole': 2.0, 'high': 2.0, 'injection': 2.0, 'poisoned': 3.0, 'random': 3.0}"
155404,random_replay,injection,1.0,False,{'injection': 2.0}
155405,masquerade_fake_fault,injection,0.42857142857142855,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
155406,high_StNum,poisoned,0.3076923076923077,False,"{'grayhole': 2.0, 'high': 2.0, 'injection': 3.0, 'poisoned': 4.0, 'random': 2.0}"
155407,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'masquerade': 1.0}"
155408,grayhole,injection,1.0,False,{'injection': 2.0}
155409,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155410,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155411,high_StNum,poisoned,0.2857142857142857,False,"{'grayhole': 2.0, 'high': 3.0, 'injection': 3.0, 'poisoned': 4.0, 'random': 2.0}"
155412,high_StNum,poisoned,0.4,False,"{'high': 2.0, 'injection': 3.0, 'poisoned': 4.0, 'random': 1.0}"
155413,poisoned_high_rate,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
155414,random_replay,injection,0.4,False,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'random': 1.0}"
155415,masquerade_fake_fault,injection,0.375,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 2.0}"
155416,random_replay,injection,0.6666666666666666,False,"{'injection': 2.0, 'masquerade': 1.0}"
155417,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'random': 1.0}"
155418,grayhole,injection,1.0,False,{'injection': 2.0}
155419,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155420,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155421,masquerade_fake_normal,high,0.2222222222222222,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
155422,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155423,injection,injection,0.6,True,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155424,masquerade_fake_normal,high,0.25,False,"{'high': 2.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
155425,masquerade_fake_normal,injection,0.5,False,"{'injection': 2.0, 'poisoned': 2.0}"
155426,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155427,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155428,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155429,masquerade_fake_normal,injection,0.5,False,"{'injection': 2.0, 'poisoned': 2.0}"
155430,injection,injection,0.6666666666666666,True,"{'grayhole': 1.0, 'injection': 2.0}"
155431,masquerade_fake_normal,high,0.2857142857142857,False,"{'high': 2.0, 'injection': 2.0, 'poisoned': 2.0, 'random': 1.0}"
155432,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155433,injection,grayhole,0.2857142857142857,False,"{'grayhole': 2.0, 'high': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
155434,masquerade_fake_fault,injection,0.42857142857142855,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
155435,high_StNum,poisoned,0.2857142857142857,False,"{'grayhole': 2.0, 'high': 3.0, 'injection': 3.0, 'poisoned': 4.0, 'random': 2.0}"
155436,normal,injection,0.5,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155437,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155438,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155439,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155440,masquerade_fake_fault,injection,0.3333333333333333,False,"{'grayhole': 2.0, 'injection': 3.0, 'poisoned': 2.0, 'random': 2.0}"
155441,random_replay,injection,0.5,False,"{'injection': 2.0, 'masquerade': 1.0, 'random': 1.0}"
155442,high_StNum,poisoned,0.2857142857142857,False,"{'grayhole': 1.0, 'high': 3.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 4.0, 'random': 2.0}"
155443,normal,injection,0.5,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0}"
155444,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155445,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155446,high_StNum,poisoned,0.2857142857142857,False,"{'grayhole': 1.0, 'high': 3.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 4.0, 'random': 2.0}"
155447,inverse_replay,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
155448,high_StNum,injection,0.3,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 3.0, 'poisoned': 3.0, 'random': 1.0}"
155449,high_StNum,poisoned,0.2857142857142857,False,"{'grayhole': 1.0, 'high': 3.0, 'injection': 3.0, 'poisoned': 4.0, 'random': 3.0}"
155450,masquerade_fake_fault,injection,0.6,False,"{'injection': 3.0, 'poisoned': 2.0}"
155451,high_StNum,poisoned,0.2857142857142857,False,"{'grayhole': 2.0, 'high': 3.0, 'injection': 3.0, 'poisoned': 4.0, 'random': 2.0}"
155452,injection,injection,0.5,True,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0}"
155453,high_StNum,poisoned,0.3,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 3.0, 'random': 1.0}"
155454,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155455,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155456,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
155457,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
